customer_id,tenure_months,contract_type,monthly_charges,total_charges,support_tickets,last_login_days,monthly_usage_gb,payment_method,paperless_billing,online_security,tech_support,num_products,churn
CR-2907,14,Month-to-Month,52.05,747.79,1,4,92.9,Electronic Check,No,No,No,1,0
CR-2908,5,Month-to-Month,38.2,213.71,3,1,204.5,Electronic Check,Yes,No,Yes,1,1
CR-2909,18,One-Year,48.82,871.56,1,2,135.3,Credit Card,Yes,No,Yes,2,0
CR-2910,48,Two-Year,46.59,2207.45,2,0,227.6,Credit Card,Yes,Yes,Yes,1,0
CR-2911,35,Month-to-Month,56.22,2014.15,4,2,15.6,Bank Transfer,Yes,Yes,No,2,0
CR-2912,22,Month-to-Month,68.84,1473.82,1,4,218.5,Electronic Check,Yes,No,Yes,2,0
CR-2913,34,One-Year,61.08,2058.86,0,0,108.9,Electronic Check,Yes,Yes,No,2,0
CR-2914,27,One-Year,67.55,1798.35,2,10,101.1,Credit Card,Yes,Yes,No,2,1
CR-2915,60,Two-Year,86.86,5233.99,4,9,239.3,Bank Transfer,Yes,Yes,Yes,4,0
CR-2916,12,Month-to-Month,62.43,788.67,1,1,253.0,Bank Transfer,Yes,No,No,2,1
CR-2917,25,One-Year,54.01,1345.04,1,9,242.8,Electronic Check,Yes,Yes,No,2,0
CR-2918,61,Two-Year,84.8,5179.69,2,60,323.1,Bank Transfer,Yes,No,No,4,0
CR-2919,24,Two-Year,52.39,1270.22,1,31,261.3,Mailed Check,Yes,Yes,Yes,2,0
CR-2920,64,Two-Year,91.56,5913.96,2,0,96.4,Mailed Check,Yes,No,Yes,4,0
CR-2921,44,Two-Year,55.45,2386.59,1,17,171.3,Electronic Check,No,Yes,No,1,0
CR-2922,33,One-Year,73.29,2440.9,2,4,131.2,Bank Transfer,Yes,Yes,Yes,3,0
CR-2923,49,Two-Year,48.28,2377.02,1,0,322.3,Electronic Check,No,No,No,2,0
CR-2924,32,Two-Year,80.31,2558.79,1,3,248.4,Bank Transfer,Yes,No,Yes,3,0
CR-2925,7,Month-to-Month,79.29,564.82,1,4,144.9,Bank Transfer,Yes,No,No,3,0
CR-2926,1,Month-to-Month,38.08,60.3,2,8,230.2,Electronic Check,Yes,No,No,1,1
CR-2927,12,Two-Year,59.39,730.17,1,11,61.4,Credit Card,Yes,Yes,No,2,0
CR-2928,5,Month-to-Month,88.76,508.56,2,15,180.0,Bank Transfer,Yes,Yes,Yes,3,0
CR-2929,49,Two-Year,49.71,2439.61,1,3,85.0,Mailed Check,No,No,No,1,0
CR-2930,28,One-Year,84.84,2376.33,2,4,24.9,Electronic Check,No,No,Yes,3,0
CR-2931,26,Month-to-Month,31.16,804.72,1,4,222.8,Electronic Check,No,No,Yes,1,0
CR-2932,15,One-Year,125.0,1891.59,2,4,232.7,Credit Card,No,No,Yes,4,0
CR-2933,10,Month-to-Month,53.51,534.14,0,60,196.6,Credit Card,No,No,No,1,0
CR-2934,47,One-Year,66.17,3110.39,4,16,145.4,Bank Transfer,Yes,Yes,No,2,0
CR-2935,54,One-Year,31.36,1693.97,3,40,58.7,Mailed Check,No,Yes,No,1,0
CR-2936,24,One-Year,52.48,1255.48,2,12,67.1,Bank Transfer,No,No,No,1,0
CR-2937,41,Month-to-Month,55.99,2277.33,0,5,82.5,Bank Transfer,Yes,No,No,2,0
CR-2938,19,Two-Year,59.06,1134.68,0,5,141.3,Mailed Check,No,No,Yes,2,0
CR-2939,63,One-Year,26.19,1641.42,1,7,246.1,Bank Transfer,Yes,No,No,1,0
CR-2940,24,One-Year,66.59,1616.57,1,5,244.8,Electronic Check,Yes,No,No,3,0
CR-2941,31,Two-Year,47.39,1472.41,3,19,28.1,Credit Card,No,No,No,1,1
CR-2942,4,Month-to-Month,89.06,344.64,1,6,104.5,Bank Transfer,No,No,No,3,0
CR-2943,7,Month-to-Month,67.85,521.89,4,3,102.4,Electronic Check,No,No,No,2,1
CR-2944,29,One-Year,67.51,1954.72,5,16,12.0,Electronic Check,No,Yes,Yes,2,0
CR-2945,67,One-Year,42.35,2856.13,1,21,205.3,Bank Transfer,Yes,No,No,1,0
CR-2946,25,Month-to-Month,56.93,1402.25,1,6,140.3,Electronic Check,Yes,No,No,2,0
CR-2947,55,Two-Year,63.89,3453.18,3,12,150.9,Mailed Check,Yes,No,No,2,0
CR-2948,70,Two-Year,51.21,3567.69,3,0,267.7,Electronic Check,No,No,No,1,0
CR-2949,63,Two-Year,43.05,2648.03,3,8,167.1,Electronic Check,Yes,Yes,Yes,1,0
CR-2950,65,One-Year,55.1,3574.39,2,0,125.5,Credit Card,No,No,Yes,1,1
CR-2951,7,Month-to-Month,40.85,330.01,2,0,205.8,Credit Card,Yes,No,No,1,0
CR-2952,8,Month-to-Month,33.2,238.44,2,10,244.7,Credit Card,No,Yes,Yes,1,0
CR-2953,9,Month-to-Month,42.9,322.92,1,3,183.7,Electronic Check,Yes,No,No,1,0
CR-2954,48,Two-Year,62.06,3023.89,1,14,215.1,Credit Card,Yes,No,No,2,0
CR-2955,63,Two-Year,60.18,3777.08,2,24,148.4,Bank Transfer,Yes,No,No,2,0
CR-2956,4,One-Year,73.81,294.77,2,1,153.5,Bank Transfer,Yes,No,Yes,2,0
CR-2957,52,Month-to-Month,51.05,2678.25,1,14,169.0,Credit Card,Yes,Yes,Yes,1,0
CR-2958,7,Month-to-Month,46.69,342.53,3,7,99.8,Electronic Check,No,No,Yes,2,1
CR-2959,38,One-Year,76.34,2923.44,3,1,114.6,Credit Card,Yes,No,Yes,2,0
CR-2960,43,One-Year,33.59,1471.38,4,11,270.2,Bank Transfer,No,No,No,2,0
CR-2961,30,Month-to-Month,100.51,2962.92,1,10,320.6,Mailed Check,No,No,Yes,3,0
CR-2962,6,Two-Year,58.13,306.35,3,7,287.4,Electronic Check,Yes,No,Yes,2,0
CR-2963,72,One-Year,41.1,2994.34,1,28,54.1,Mailed Check,Yes,Yes,No,1,0
CR-2964,58,Two-Year,60.4,3479.75,3,8,46.4,Credit Card,No,No,Yes,2,0
CR-2965,11,Month-to-Month,46.85,495.17,1,51,64.7,Bank Transfer,Yes,No,Yes,1,0
CR-2966,64,Two-Year,97.0,6170.11,1,7,170.8,Bank Transfer,Yes,No,No,4,0
CR-2967,72,Two-Year,77.67,5580.09,2,1,12.0,Mailed Check,Yes,Yes,No,3,0
CR-2968,30,Two-Year,74.09,2212.22,2,6,112.9,Bank Transfer,Yes,No,No,2,0
CR-2969,34,Month-to-Month,102.66,3462.32,1,2,272.6,Bank Transfer,Yes,Yes,No,4,0
CR-2970,11,Month-to-Month,51.41,533.92,0,10,238.6,Credit Card,Yes,No,No,2,1
CR-2971,9,One-Year,68.41,625.25,0,12,119.3,Electronic Check,Yes,No,Yes,2,0
CR-2972,3,Month-to-Month,48.24,120.49,3,6,125.3,Electronic Check,Yes,Yes,Yes,1,1
CR-2973,51,Month-to-Month,55.55,2814.86,0,1,205.4,Credit Card,Yes,No,No,2,0
CR-2974,52,One-Year,86.92,4454.25,1,6,234.8,Electronic Check,Yes,No,No,3,0
CR-2975,10,One-Year,77.42,832.35,1,0,117.3,Credit Card,Yes,No,No,3,0
CR-2976,26,One-Year,58.78,1556.53,3,12,141.3,Bank Transfer,Yes,No,No,2,0
CR-2977,3,Month-to-Month,58.51,160.69,1,17,114.7,Bank Transfer,Yes,No,Yes,2,1
CR-2978,5,Month-to-Month,36.72,156.63,2,36,53.5,Electronic Check,No,Yes,Yes,2,1
CR-2979,2,Month-to-Month,73.73,147.79,1,1,142.4,Credit Card,Yes,Yes,Yes,3,0
CR-2980,1,One-Year,68.13,68.13,1,8,136.3,Credit Card,No,No,Yes,2,0
CR-2981,27,Month-to-Month,60.78,1602.78,2,9,59.1,Bank Transfer,Yes,No,No,2,0
CR-2982,21,One-Year,48.15,934.63,3,28,211.7,Bank Transfer,No,Yes,Yes,2,0
CR-2983,4,One-Year,88.65,338.82,2,10,198.7,Electronic Check,Yes,Yes,Yes,3,0
CR-2984,27,Month-to-Month,76.01,2005.37,0,1,215.7,Credit Card,No,No,No,3,1
CR-2985,1,Month-to-Month,30.78,35.92,1,6,98.6,Bank Transfer,Yes,No,No,1,0
CR-2986,51,Month-to-Month,65.06,3323.4,1,11,12.0,Electronic Check,Yes,Yes,Yes,1,0
CR-2987,24,One-Year,68.47,1614.08,1,13,197.4,Credit Card,Yes,No,No,3,0
CR-2988,38,One-Year,87.79,3319.98,2,21,106.9,Mailed Check,Yes,Yes,No,3,0
CR-2989,32,One-Year,53.31,1758.81,1,2,88.7,Electronic Check,No,Yes,Yes,2,0
CR-2990,13,Month-to-Month,62.36,833.93,0,33,59.4,Credit Card,No,Yes,No,2,1
CR-2991,21,One-Year,87.98,1834.01,1,0,138.0,Credit Card,Yes,No,Yes,4,0
CR-2992,62,Two-Year,84.61,5314.58,4,45,286.2,Mailed Check,Yes,No,No,4,0
CR-2993,29,Month-to-Month,84.22,2406.47,2,21,119.6,Electronic Check,Yes,Yes,Yes,3,1
CR-2994,37,Two-Year,47.05,1716.47,0,11,72.8,Electronic Check,Yes,Yes,No,1,0
CR-2995,11,Month-to-Month,90.45,991.63,2,14,212.2,Mailed Check,Yes,No,No,3,0
CR-2996,63,Two-Year,42.66,2641.65,0,0,173.8,Electronic Check,Yes,No,No,1,0
CR-2997,9,Month-to-Month,101.2,964.51,4,0,12.0,Bank Transfer,No,No,No,3,1
CR-2998,11,Month-to-Month,45.68,507.97,2,1,213.0,Bank Transfer,Yes,No,No,1,0
CR-2999,35,Month-to-Month,66.67,2309.75,1,1,330.3,Bank Transfer,No,Yes,Yes,2,0
CR-3000,18,One-Year,47.42,866.99,1,8,12.0,Electronic Check,No,No,No,2,0
CR-3001,8,Month-to-Month,72.86,587.26,2,2,61.1,Mailed Check,Yes,Yes,Yes,3,0
CR-3002,16,One-Year,66.2,1050.06,2,21,12.0,Electronic Check,Yes,No,No,2,0
CR-3003,7,Month-to-Month,42.16,258.86,3,6,154.0,Credit Card,No,Yes,No,1,0
CR-3004,8,One-Year,80.88,603.95,0,13,239.2,Bank Transfer,Yes,Yes,Yes,3,0
CR-3005,26,Two-Year,52.84,1439.44,2,11,168.4,Electronic Check,Yes,No,Yes,2,0
CR-3006,10,Month-to-Month,62.22,581.62,2,4,271.4,Electronic Check,No,Yes,No,2,1
CR-3007,13,One-Year,98.19,1327.41,2,3,226.4,Mailed Check,Yes,Yes,Yes,4,0
CR-3008,66,Month-to-Month,49.2,3221.86,0,4,296.2,Bank Transfer,No,No,Yes,2,0
CR-3009,7,Month-to-Month,85.43,621.71,3,17,252.8,Bank Transfer,Yes,No,No,3,1
CR-3010,3,Month-to-Month,44.0,145.96,2,9,127.8,Credit Card,No,No,Yes,2,0
CR-3011,7,Month-to-Month,80.84,585.84,0,3,165.3,Electronic Check,No,No,Yes,3,0
CR-3012,42,Two-Year,96.66,4081.68,5,18,90.5,Credit Card,Yes,No,No,3,0
CR-3013,65,One-Year,67.81,4359.3,3,0,141.5,Electronic Check,No,No,Yes,2,0
CR-3014,42,One-Year,103.74,4336.79,0,13,164.9,Credit Card,No,Yes,No,4,0
CR-3015,69,Month-to-Month,52.03,3549.03,2,6,153.2,Electronic Check,Yes,Yes,No,2,0
CR-3016,39,Two-Year,96.69,3776.59,2,14,267.4,Credit Card,No,No,No,3,0
CR-3017,33,One-Year,92.77,3021.71,2,28,133.6,Credit Card,Yes,Yes,Yes,3,0
CR-3018,33,One-Year,52.56,1675.05,4,15,85.4,Bank Transfer,No,Yes,No,2,0
CR-3019,16,Month-to-Month,56.25,892.88,0,6,90.4,Electronic Check,Yes,No,Yes,2,0
CR-3020,29,Month-to-Month,109.55,3110.68,0,1,212.4,Electronic Check,Yes,No,No,4,1
CR-3021,25,Month-to-Month,60.96,1531.76,1,18,47.7,Mailed Check,Yes,Yes,Yes,1,0
CR-3022,61,Month-to-Month,48.35,2911.62,3,6,143.9,Electronic Check,Yes,No,No,2,0
CR-3023,6,Month-to-Month,50.96,280.54,2,0,266.2,Bank Transfer,No,Yes,Yes,2,0
CR-3024,8,One-Year,41.56,264.07,2,13,183.4,Electronic Check,Yes,No,No,1,0
CR-3025,9,One-Year,57.29,565.11,1,3,154.0,Mailed Check,Yes,Yes,Yes,3,0
CR-3026,71,Two-Year,43.19,3022.6,1,0,157.1,Bank Transfer,Yes,Yes,No,1,0
CR-3027,23,One-Year,54.86,1250.86,0,25,77.6,Electronic Check,Yes,Yes,Yes,1,0
CR-3028,1,Month-to-Month,64.61,64.61,1,7,91.4,Credit Card,Yes,No,No,3,0
CR-3029,57,Two-Year,44.27,2498.32,1,3,144.4,Mailed Check,Yes,Yes,No,1,0
CR-3030,1,Month-to-Month,55.18,107.73,2,13,181.7,Bank Transfer,No,No,Yes,2,0
CR-3031,40,Two-Year,95.4,3824.92,2,23,235.9,Bank Transfer,Yes,Yes,Yes,3,0
CR-3032,35,One-Year,73.3,2543.79,3,0,167.4,Electronic Check,No,Yes,Yes,3,0
CR-3033,40,One-Year,94.19,3766.57,2,12,268.2,Electronic Check,No,No,No,3,0
CR-3034,11,One-Year,37.03,390.51,1,16,288.4,Electronic Check,Yes,No,Yes,1,0
CR-3035,66,Month-to-Month,50.71,3344.09,1,2,223.6,Bank Transfer,No,No,No,1,0
CR-3036,10,Month-to-Month,63.52,657.52,3,7,258.0,Credit Card,Yes,No,Yes,2,0
CR-3037,8,Month-to-Month,41.62,323.03,3,1,80.7,Credit Card,Yes,Yes,No,1,1
CR-3038,63,One-Year,53.09,3351.27,2,15,68.1,Credit Card,Yes,Yes,No,2,0
CR-3039,33,One-Year,64.23,2126.68,2,20,201.4,Electronic Check,Yes,No,No,2,0
CR-3040,33,One-Year,56.59,1857.69,3,1,52.7,Credit Card,Yes,No,No,2,0
CR-3041,55,Two-Year,36.1,1963.42,1,18,136.8,Bank Transfer,No,No,No,1,0
CR-3042,2,Month-to-Month,75.73,135.7,2,16,221.7,Bank Transfer,No,No,Yes,2,0
CR-3043,65,Two-Year,66.48,4342.18,2,4,273.1,Bank Transfer,No,Yes,No,2,0
CR-3044,23,Month-to-Month,49.44,1160.59,1,12,139.7,Electronic Check,Yes,No,No,1,1
CR-3045,10,Month-to-Month,57.08,536.67,1,0,108.0,Electronic Check,Yes,Yes,No,2,0
CR-3046,24,Month-to-Month,59.14,1411.53,3,29,185.6,Bank Transfer,No,No,No,2,0
CR-3047,67,Month-to-Month,76.51,5103.58,2,8,74.1,Electronic Check,Yes,Yes,Yes,3,0
CR-3048,15,Month-to-Month,82.37,1259.55,1,10,146.1,Bank Transfer,Yes,Yes,No,3,0
CR-3049,41,Two-Year,85.42,3488.08,2,12,159.4,Electronic Check,Yes,No,No,3,0
CR-3050,46,One-Year,60.7,2858.23,2,9,157.8,Mailed Check,Yes,Yes,Yes,2,0
CR-3051,23,Month-to-Month,35.07,813.15,4,21,167.1,Mailed Check,No,No,No,1,1
CR-3052,9,Month-to-Month,50.61,490.95,1,10,93.2,Mailed Check,No,No,Yes,1,0
CR-3053,1,Month-to-Month,79.33,79.33,0,26,101.8,Mailed Check,Yes,No,No,3,1
CR-3054,3,One-Year,28.59,86.12,1,9,100.2,Mailed Check,No,No,No,1,0
CR-3055,22,Month-to-Month,39.65,890.79,0,2,30.4,Credit Card,No,Yes,No,2,0
CR-3056,43,Month-to-Month,45.98,1946.14,1,26,187.3,Mailed Check,No,Yes,No,1,0
CR-3057,5,Month-to-Month,34.71,174.16,0,12,231.6,Credit Card,Yes,No,Yes,1,1
CR-3058,46,Month-to-Month,83.31,3863.82,0,13,223.7,Credit Card,Yes,Yes,No,3,0
CR-3059,29,Month-to-Month,35.24,1012.14,0,46,139.0,Electronic Check,Yes,No,No,1,1
CR-3060,32,One-Year,62.33,1969.01,3,0,95.1,Credit Card,No,No,No,2,0
CR-3061,38,One-Year,39.22,1544.45,0,6,219.5,Mailed Check,No,Yes,Yes,1,0
CR-3062,65,Two-Year,78.52,5068.65,0,3,211.1,Bank Transfer,Yes,No,No,2,0
CR-3063,35,Month-to-Month,88.5,3102.18,1,10,177.4,Electronic Check,Yes,No,Yes,3,0
CR-3064,59,Two-Year,74.47,4372.48,2,18,299.5,Bank Transfer,No,No,Yes,2,0
CR-3065,34,Two-Year,79.24,2666.05,0,37,157.9,Credit Card,Yes,Yes,No,3,0
CR-3066,21,One-Year,51.22,1097.87,2,6,139.4,Credit Card,Yes,No,No,1,0
CR-3067,9,Month-to-Month,61.92,551.11,4,16,128.0,Bank Transfer,Yes,Yes,No,2,0
CR-3068,9,Month-to-Month,93.7,855.48,1,27,35.1,Electronic Check,Yes,No,No,3,1
CR-3069,71,One-Year,96.27,6767.52,2,12,212.9,Mailed Check,Yes,Yes,No,4,0
CR-3070,14,One-Year,29.03,421.51,1,3,151.6,Credit Card,Yes,No,Yes,1,0
CR-3071,40,One-Year,23.01,898.78,2,10,200.8,Electronic Check,No,Yes,Yes,1,0
CR-3072,23,Two-Year,59.68,1316.27,0,38,307.4,Credit Card,No,Yes,No,1,0
CR-3073,11,One-Year,47.79,582.23,4,48,128.7,Electronic Check,Yes,No,Yes,1,1
CR-3074,9,Month-to-Month,48.44,453.99,1,11,12.0,Electronic Check,Yes,Yes,No,1,1
CR-3075,20,One-Year,75.9,1524.82,0,23,198.5,Credit Card,Yes,No,Yes,2,0
CR-3076,61,Month-to-Month,44.48,2750.76,1,2,173.3,Credit Card,Yes,No,Yes,2,0
CR-3077,10,Month-to-Month,93.41,941.53,1,3,101.4,Bank Transfer,No,Yes,No,4,0
CR-3078,9,Month-to-Month,40.64,341.8,1,33,191.8,Electronic Check,Yes,Yes,No,1,1
CR-3079,13,Month-to-Month,104.42,1352.21,1,1,222.9,Electronic Check,Yes,No,Yes,4,0
CR-3080,9,One-Year,72.07,628.28,0,2,84.3,Mailed Check,No,No,Yes,3,0
CR-3081,5,Month-to-Month,66.99,319.94,2,6,135.9,Mailed Check,No,Yes,No,3,0
CR-3082,18,One-Year,84.9,1490.47,4,9,278.1,Bank Transfer,Yes,Yes,No,4,1
CR-3083,2,Month-to-Month,90.49,151.88,3,10,102.3,Electronic Check,Yes,Yes,No,3,1
CR-3084,9,Month-to-Month,71.57,670.97,2,3,165.3,Electronic Check,Yes,No,Yes,3,0
CR-3085,19,Month-to-Month,55.48,1064.08,1,27,12.0,Mailed Check,Yes,No,No,2,0
CR-3086,18,Two-Year,67.34,1197.03,3,27,41.5,Electronic Check,Yes,Yes,Yes,2,0
CR-3087,1,Month-to-Month,90.01,90.01,0,5,172.6,Bank Transfer,No,Yes,Yes,4,0
CR-3088,6,Month-to-Month,43.95,251.54,0,6,258.2,Credit Card,Yes,No,Yes,2,0
CR-3089,41,Month-to-Month,27.18,1063.86,2,13,51.0,Electronic Check,No,Yes,Yes,1,0
CR-3090,6,Month-to-Month,78.43,474.38,2,11,166.0,Electronic Check,No,No,No,3,0
CR-3091,26,One-Year,65.97,1743.58,2,5,129.9,Electronic Check,Yes,Yes,No,2,0
CR-3092,34,One-Year,76.98,2688.33,3,5,236.2,Credit Card,Yes,No,No,3,0
CR-3093,29,One-Year,47.3,1338.6,4,4,62.6,Credit Card,Yes,No,No,1,0
CR-3094,13,One-Year,44.87,610.42,2,2,194.4,Bank Transfer,Yes,No,Yes,2,0
CR-3095,52,Month-to-Month,27.55,1411.38,0,6,107.7,Electronic Check,Yes,No,Yes,1,0
CR-3096,2,Month-to-Month,119.54,205.23,0,12,177.8,Bank Transfer,Yes,No,Yes,4,1
CR-3097,7,Month-to-Month,55.33,353.44,1,14,165.5,Electronic Check,No,No,No,1,1
CR-3098,33,One-Year,86.69,2864.99,2,16,139.9,Electronic Check,Yes,Yes,No,3,0
CR-3099,69,Two-Year,36.4,2483.68,0,5,198.2,Bank Transfer,Yes,No,No,1,0
CR-3100,24,Month-to-Month,40.62,956.67,0,15,163.5,Mailed Check,No,No,No,1,0
CR-3101,18,One-Year,42.98,760.43,0,0,149.4,Credit Card,No,No,Yes,1,0
CR-3102,28,One-Year,74.14,2053.72,1,7,131.5,Credit Card,No,Yes,Yes,2,0
CR-3103,2,Month-to-Month,65.03,105.68,1,17,166.2,Credit Card,No,Yes,No,2,0
CR-3104,57,One-Year,48.26,2677.95,0,10,177.8,Mailed Check,Yes,No,No,1,0
CR-3105,46,Month-to-Month,59.32,2731.33,0,7,80.9,Credit Card,No,No,Yes,2,0
CR-3106,1,Month-to-Month,50.93,52.96,4,11,132.0,Bank Transfer,Yes,Yes,Yes,1,1
CR-3107,27,Month-to-Month,82.02,2190.62,1,26,75.6,Electronic Check,No,No,No,3,0
CR-3108,5,Month-to-Month,43.44,228.01,1,9,156.8,Electronic Check,Yes,No,Yes,1,1
CR-3109,7,Month-to-Month,53.57,416.9,1,17,112.6,Bank Transfer,No,Yes,No,2,0
CR-3110,3,Month-to-Month,59.86,180.29,1,43,221.7,Mailed Check,No,No,No,2,1
CR-3111,21,Month-to-Month,86.2,1850.11,2,13,213.8,Bank Transfer,Yes,No,No,4,0
CR-3112,68,Two-Year,78.6,5411.94,1,9,86.2,Electronic Check,No,Yes,No,3,0
CR-3113,38,One-Year,79.89,3111.74,2,0,159.8,Credit Card,No,Yes,No,3,0
CR-3114,31,Month-to-Month,18.95,551.8,3,5,211.1,Bank Transfer,Yes,Yes,Yes,1,0
CR-3115,5,Month-to-Month,76.7,348.01,2,9,146.0,Mailed Check,Yes,No,No,3,1
CR-3116,58,Month-to-Month,67.24,3886.59,1,17,101.7,Electronic Check,No,No,Yes,3,0
CR-3117,26,One-Year,101.99,2655.6,0,6,72.6,Credit Card,No,No,No,4,0
CR-3118,2,Month-to-Month,67.37,182.34,3,35,228.3,Credit Card,Yes,No,No,2,1
CR-3119,11,One-Year,92.74,1038.96,1,3,232.2,Mailed Check,Yes,No,No,4,0
CR-3120,32,Two-Year,66.49,2091.58,3,15,143.4,Bank Transfer,No,Yes,No,2,0
CR-3121,15,One-Year,66.91,985.3,3,5,221.3,Credit Card,Yes,Yes,No,2,0
CR-3122,26,One-Year,58.7,1524.94,1,7,12.0,Electronic Check,Yes,Yes,No,2,0
CR-3123,32,One-Year,76.34,2398.21,1,17,266.2,Electronic Check,Yes,No,Yes,2,0
CR-3124,10,Month-to-Month,53.75,537.91,0,3,147.4,Electronic Check,Yes,Yes,Yes,2,0
CR-3125,24,One-Year,75.71,1781.39,0,1,171.3,Bank Transfer,No,No,No,2,0
CR-3126,56,Month-to-Month,76.75,4248.48,1,8,134.4,Bank Transfer,Yes,Yes,Yes,3,0
CR-3127,1,Month-to-Month,52.57,52.57,1,8,271.7,Electronic Check,Yes,No,No,2,1
CR-3128,10,Month-to-Month,57.48,587.13,1,17,75.1,Bank Transfer,Yes,Yes,No,2,0
CR-3129,16,One-Year,32.01,524.28,2,37,278.0,Bank Transfer,Yes,Yes,No,1,0
CR-3130,5,One-Year,104.85,527.15,1,0,191.7,Bank Transfer,No,Yes,No,4,0
CR-3131,10,Month-to-Month,44.97,479.45,2,9,209.8,Electronic Check,Yes,No,No,2,0
CR-3132,9,One-Year,56.9,538.67,1,12,133.7,Mailed Check,No,No,No,1,0
CR-3133,27,Month-to-Month,69.64,1886.41,2,46,55.3,Bank Transfer,No,No,No,3,1
CR-3134,5,Month-to-Month,51.37,258.84,1,31,234.4,Electronic Check,Yes,Yes,No,1,1
CR-3135,3,Month-to-Month,43.24,133.61,1,13,184.9,Credit Card,No,No,No,1,0
CR-3136,20,One-Year,63.71,1269.77,1,8,268.9,Electronic Check,Yes,No,No,2,0
CR-3137,71,One-Year,55.1,3846.87,1,1,144.5,Bank Transfer,No,Yes,Yes,2,0
CR-3138,32,One-Year,46.53,1523.02,1,5,126.5,Electronic Check,Yes,No,No,1,0
CR-3139,14,One-Year,62.35,884.83,1,9,271.0,Mailed Check,Yes,No,Yes,2,0
CR-3140,39,One-Year,82.42,3177.89,2,14,313.0,Mailed Check,No,Yes,Yes,4,0
CR-3141,59,One-Year,33.37,2011.66,2,11,160.7,Electronic Check,Yes,Yes,No,1,0
CR-3142,61,Two-Year,37.59,2275.29,1,13,99.8,Electronic Check,Yes,Yes,Yes,1,0
CR-3143,6,Month-to-Month,89.45,533.47,0,6,224.8,Electronic Check,Yes,No,No,4,0
CR-3144,9,Month-to-Month,73.53,692.48,3,14,139.7,Bank Transfer,Yes,Yes,No,2,1
CR-3145,38,One-Year,61.07,2327.26,2,1,207.9,Electronic Check,Yes,Yes,No,2,0
CR-3146,2,One-Year,35.21,110.48,3,1,139.3,Credit Card,Yes,No,No,1,1
CR-3147,8,Month-to-Month,56.09,438.16,0,1,285.1,Bank Transfer,No,Yes,Yes,2,0
CR-3148,4,Month-to-Month,55.96,274.58,3,24,104.0,Bank Transfer,Yes,Yes,No,2,1
CR-3149,36,One-Year,94.12,3364.99,2,0,198.4,Bank Transfer,Yes,Yes,Yes,4,0
CR-3150,5,One-Year,50.25,290.78,2,17,120.9,Mailed Check,Yes,No,No,2,0
CR-3151,64,Month-to-Month,52.86,3315.09,1,2,137.5,Electronic Check,Yes,Yes,No,2,0
CR-3152,31,Two-Year,104.67,3211.76,2,6,127.0,Credit Card,Yes,Yes,Yes,4,0
CR-3153,28,Month-to-Month,98.85,2776.74,3,27,219.1,Credit Card,No,Yes,No,4,1
CR-3154,44,Two-Year,41.48,1813.11,1,9,233.5,Credit Card,Yes,Yes,Yes,1,0
CR-3155,67,One-Year,79.03,5292.77,0,2,204.6,Bank Transfer,No,No,Yes,3,0
CR-3156,19,One-Year,60.54,1151.51,1,3,151.4,Electronic Check,Yes,No,Yes,2,0
CR-3157,55,Two-Year,58.91,3204.32,4,27,171.2,Credit Card,Yes,No,Yes,2,0
CR-3158,43,One-Year,66.17,2811.83,5,6,231.8,Credit Card,Yes,Yes,No,2,0
CR-3159,7,Month-to-Month,65.43,464.97,3,9,234.3,Electronic Check,No,Yes,Yes,2,1
CR-3160,3,Month-to-Month,27.28,61.85,2,6,12.0,Bank Transfer,Yes,Yes,No,1,0
CR-3161,6,Month-to-Month,59.68,398.31,1,5,138.2,Electronic Check,No,Yes,No,2,0
CR-3162,6,Month-to-Month,45.94,269.88,1,2,142.1,Bank Transfer,No,No,No,2,0
CR-3163,54,Two-Year,49.36,2687.0,2,12,213.5,Credit Card,No,No,No,1,0
CR-3164,29,Month-to-Month,68.68,2005.01,1,13,154.7,Credit Card,Yes,Yes,No,2,0
CR-3165,52,Month-to-Month,90.89,4708.25,0,3,217.5,Electronic Check,Yes,Yes,No,4,0
CR-3166,4,Month-to-Month,77.83,251.91,0,17,73.7,Electronic Check,Yes,Yes,Yes,3,0
CR-3167,9,Month-to-Month,39.89,394.56,2,21,180.8,Credit Card,Yes,No,No,2,0
CR-3168,18,One-Year,106.73,1891.77,0,27,232.0,Electronic Check,Yes,No,Yes,4,0
CR-3169,33,Month-to-Month,68.1,2235.19,2,1,42.0,Electronic Check,Yes,No,No,2,0
CR-3170,13,Month-to-Month,54.5,703.97,2,3,361.1,Bank Transfer,No,No,No,1,0
CR-3171,30,Two-Year,75.87,2274.57,1,21,255.3,Electronic Check,No,Yes,No,2,0
CR-3172,48,One-Year,30.76,1505.34,0,2,160.1,Credit Card,Yes,No,Yes,1,0
CR-3173,8,One-Year,87.88,703.21,0,0,93.7,Electronic Check,Yes,Yes,Yes,3,0
CR-3174,3,One-Year,111.79,331.55,2,22,146.0,Bank Transfer,No,Yes,No,4,0
CR-3175,29,One-Year,46.05,1366.0,2,4,166.7,Electronic Check,Yes,No,No,2,0
CR-3176,16,Month-to-Month,59.29,966.66,0,5,195.3,Credit Card,No,Yes,No,2,0
CR-3177,53,Two-Year,57.37,3018.54,2,6,280.1,Bank Transfer,No,Yes,No,2,0
CR-3178,40,Two-Year,51.55,2027.59,1,20,121.9,Credit Card,Yes,No,No,1,0
